Author,Tag,Sentence,Length,Clean_Sentence
Jacobs,delay:foreshadowing,"Yes,” was the reply;

<delay type=""withheld-info"">“I don’t know what the first two were,</delay>

<delay type=""foreshadowing"">but the third was for death.",27,"Yes,” was the reply;

“I don’t know what the first two were,

but the third was for death."
Jacobs,amb,"<delay type=""foreshadowing"">It has caused enough mischief already.<amb>

<amb>Besides, people won’t buy.",16,"It has caused enough mischief already.

Besides, people won’t buy."
Jacobs,amb,"<delay type=""foreshadowing"">It has caused enough mischief already.<amb>

<amb>Besides, people won’t buy.",16,"It has caused enough mischief already.

Besides, people won’t buy."
Jacobs,delay:foreshadowing,"<delay type=""foreshadowing"">It has caused enough mischief already.<amb>

<amb>Besides, people won’t buy.",16,"It has caused enough mischief already.

Besides, people won’t buy."
Jacobs,delay:foreshadowing,"<delay type=""foreshadowing"">If you keep it, don’t blame me for what happens.</delay>

Pitch it on the fire again like a sensible man.”

The other shook his head and examined his new possession closely.",36,"If you keep it, don’t blame me for what happens.

Pitch it on the fire again like a sensible man.”

The other shook his head and examined his new possession closely."
Jacobs,delay:foreshadowing,"“Hold it up in your right hand and wish aloud,” said the
sergeant-major,

<delay type=""foreshadowing"">“but I warn you of the consequences.”</delay>

“Sounds like the Arabian Nights,” said Mrs.",32,"“Hold it up in your right hand and wish aloud,” said the
sergeant-major,

“but I warn you of the consequences.”

“Sounds like the Arabian Nights,” said Mrs."
Jacobs,delay:foreshadowing,"<delay type=""foreshadowing"">“Don’t you think you might wish for four pairs
of hands for me?”</delay>

Her husband drew the talisman from pocket, and then all three burst
into laughter as the sergeant-major, with a look of alarm on his face,
caught him by the arm.",49,"“Don’t you think you might wish for four pairs
of hands for me?”

Her husband drew the talisman from pocket, and then all three burst
into laughter as the sergeant-major, with a look of alarm on his face,
caught him by the arm."
Jacobs,delay:foreshadowing,"“If you must wish,” he said, gruffly,

<delay type=""foreshadowing"">“wish for something sensible.”</delay>

Mr.",16,"“If you must wish,” he said, gruffly,

“wish for something sensible.”

Mr."
Jacobs,delay:foreshadowing,"And he pressed me again to throw it away.”

<delay type=""foreshadowing"">“Likely,” said Herbert, with pretended horror.",18,"And he pressed me again to throw it away.”

“Likely,” said Herbert, with pretended horror."
Jacobs,delay:withheld-info,"<delay type=""withheld-info"">A fine crash from the piano greeted the words, interrupted by a
shuddering cry from the old man.",22,"A fine crash from the piano greeted the words, interrupted by a
shuddering cry from the old man."
Jacobs,amb,"His wife and son ran toward him.</delay>

<amb>“It moved,” he cried, with a glance of disgust at the object as it lay
on the floor.</amb>

“As I wished, it twisted in my hand like a snake.”

“Well, I don’t see the money,” said his son as he picked it up and
placed it on the table, “and I bet I never shall.”

<amb>“It must have been your fancy, father,” said his wife, regarding him
anxiously.</amb>

He shook his head.",85,"His wife and son ran toward him.

“It moved,” he cried, with a glance of disgust at the object as it lay
on the floor.

“As I wished, it twisted in my hand like a snake.”

“Well, I don’t see the money,” said his son as he picked it up and
placed it on the table, “and I bet I never shall.”

“It must have been your fancy, father,” said his wife, regarding him
anxiously.

He shook his head."
Jacobs,amb,"His wife and son ran toward him.</delay>

<amb>“It moved,” he cried, with a glance of disgust at the object as it lay
on the floor.</amb>

“As I wished, it twisted in my hand like a snake.”

“Well, I don’t see the money,” said his son as he picked it up and
placed it on the table, “and I bet I never shall.”

<amb>“It must have been your fancy, father,” said his wife, regarding him
anxiously.</amb>

He shook his head.",85,"His wife and son ran toward him.

“It moved,” he cried, with a glance of disgust at the object as it lay
on the floor.

“As I wished, it twisted in my hand like a snake.”

“Well, I don’t see the money,” said his son as he picked it up and
placed it on the table, “and I bet I never shall.”

“It must have been your fancy, father,” said his wife, regarding him
anxiously.

He shook his head."
Jacobs,atmosphere,"<atmosphere>Outside, the wind was higher than ever, and the old man started
nervously at the sound of a door banging upstairs.",22,"Outside, the wind was higher than ever, and the old man started
nervously at the sound of a door banging upstairs."
Jacobs,amb,"A silence unusual
and depressing settled upon all three, which lasted until the old
couple rose to retire for the night.</atmosphere>

“I expect you’ll find the cash tied up in a big bag in the middle of
your bed,” said Herbert, as he bade them good-night,

<delay type=""foreshadowing"">“and something
horrible squatting up on top of the wardrobe watching you as you pocket
your ill-gotten gains.”</delay>

<amb>He sat alone in the darkness, gazing at the dying fire, and seeing
faces in it.",89,"A silence unusual
and depressing settled upon all three, which lasted until the old
couple rose to retire for the night.

“I expect you’ll find the cash tied up in a big bag in the middle of
your bed,” said Herbert, as he bade them good-night,

“and something
horrible squatting up on top of the wardrobe watching you as you pocket
your ill-gotten gains.”

He sat alone in the darkness, gazing at the dying fire, and seeing
faces in it."
Jacobs,delay:foreshadowing,"A silence unusual
and depressing settled upon all three, which lasted until the old
couple rose to retire for the night.</atmosphere>

“I expect you’ll find the cash tied up in a big bag in the middle of
your bed,” said Herbert, as he bade them good-night,

<delay type=""foreshadowing"">“and something
horrible squatting up on top of the wardrobe watching you as you pocket
your ill-gotten gains.”</delay>

<amb>He sat alone in the darkness, gazing at the dying fire, and seeing
faces in it.",89,"A silence unusual
and depressing settled upon all three, which lasted until the old
couple rose to retire for the night.

“I expect you’ll find the cash tied up in a big bag in the middle of
your bed,” said Herbert, as he bade them good-night,

“and something
horrible squatting up on top of the wardrobe watching you as you pocket
your ill-gotten gains.”

He sat alone in the darkness, gazing at the dying fire, and seeing
faces in it."
